DT_DISPATCH,ISO_COUNTRY_CODE,TYPE_OF_CONTRACT,CPV,LOTS_NUMBER,VALUE_EURO,CRIT_CODE,CPV_GROUP
15/02/23,ES,U,3220000.0,20.0,390000.0,M,32
11/05/23,ES,S,71310000.0,1.0,1709945.08,M,71
08/03/18,ES,S,64220000.0,7.0,48438461.19,M,64
29/10/21,ES,S,90911000.0,5.0,6236437.0,,90
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
04/01/23,ES,U,24000000.0,34.0,84546711.12,,24
10/12/19,ES,S,90910000.0,7.0,277112000.0,M,90
11/04/23,ES,U,48800000.0,1.0,286924.32,L,48
18/07/19,ES,U,15000000.0,24.0,7138783.35,M,15
22/06/23,ES,U,15000000.0,23.0,490603.29,M,15
11/06/20,ES,U,33184100.0,14.0,608660.34,,33
20/01/22,ES,S,92521100.0,1.0,,,92
18/09/20,ES,S,90910000.0,4.0,19167406.05,M,90
16/01/23,ES,U,15612100.0,1.0,411856.8,M,15
15/04/21,ES,S,60100000.0,4.0,966258.74,L,60
03/07/20,ES,S,79341000.0,8.0,347107.44,M,79
19/02/21,ES,S,50711000.0,5.0,2510284.68,M,50
19/11/20,ES,U,33140000.0,9.0,3561822.31,M,33
17/10/22,ES,U,34121400.0,1.0,309917.36,L,34
29/01/18,ES,U,34100000.0,1.0,34751200.0,M,34
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
02/03/18,ES,S,79560000.0,1.0,458677.68,M,79
23/01/23,ES,S,85100000.0,5.0,,,85
30/12/22,ES,S,90910000.0,4.0,868093.38,M,90
28/05/21,ES,S,79419000.0,4.0,254828.0,M,79
15/02/19,ES,S,79341000.0,4.0,1921487.6,M,79
15/03/22,ES,U,14410000.0,1.0,223140.48,M,14
06/11/20,ES,U,48000000.0,4.0,12918960.0,,48
25/01/23,ES,U,33141110.0,11.0,351929.98,M,33
29/04/19,ES,S,79110000.0,8.0,930000.0,,79
30/04/21,ES,S,60130000.0,22.0,4744909.23,M,60
13/09/22,ES,U,33600000.0,7.0,2637727.2,M,33
02/01/23,ES,S,50400000.0,22.0,99318911.26,M,50
04/07/19,ES,U,33690000.0,132.0,3567948.19,M,33
21/06/23,ES,S,63100000.0,1.0,632909.51,M,63
29/06/23,ES,S,90511200.0,1.0,1538296.3,M,90
08/01/19,ES,S,71900000.0,5.0,1370195.12,M,71
26/07/19,ES,S,60130000.0,138.0,25419238.55,M,60
07/07/23,ES,S,92600000.0,7.0,,,92
21/08/18,ES,U,31154000.0,2.0,700000.0,M,31
13/07/20,ES,S,79000000.0,1.0,,,79
19/10/20,ES,U,39180000.0,1.0,233000.0,M,39
29/06/22,ES,S,72315000.0,1.0,881635.32,,72
18/11/21,ES,U,44100000.0,8.0,240445.26,M,44
13/01/23,ES,U,15000000.0,14.0,1741053.47,,15
02/07/21,ES,S,60130000.0,63.0,775341.0,,60
01/06/23,ES,S,64200000.0,2.0,4518931.58,,64
17/05/19,ES,U,38000000.0,106.0,4745623.08,M,38
17/12/19,ES,U,15100000.0,4.0,,,15
01/12/21,ES,S,85143000.0,8.0,17450000.0,,85
12/02/20,ES,S,71318000.0,1.0,1246764.14,M,71
11/07/23,ES,S,71300000.0,13.0,2797854.41,M,71
02/06/22,ES,U,33696300.0,5.0,17844330.0,L,33
01/03/18,ES,S,50700000.0,8.0,894000.0,M,50
04/10/21,ES,U,33141000.0,2.0,2833133.76,M,33
21/06/23,ES,S,50531100.0,1.0,4574280.0,,50
04/08/23,ES,S,77100000.0,10.0,648367.5,L,77
04/06/20,ES,S,92600000.0,13.0,,,92
27/10/23,ES,U,44316000.0,3.0,372000.0,M,44
02/07/21,ES,S,72212000.0,1.0,,,72
12/05/22,ES,U,39224200.0,7.0,342810.0,M,39
18/02/22,ES,S,71000000.0,13.0,1552956.8,,71
14/06/22,ES,U,15000000.0,28.0,247136.88,M,15
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
30/12/20,ES,S,85300000.0,1.0,,,85
23/03/21,ES,S,77231000.0,6.0,371287.26,M,77
12/11/20,ES,U,44163000.0,18.0,3114907.52,M,44
24/07/19,ES,S,80500000.0,22.0,1473757.2,L,80
01/06/18,ES,S,90911200.0,1.0,2502311.82,,90
16/10/19,ES,U,33140000.0,8.0,262770.4,,33
03/03/21,ES,S,71000000.0,11.0,1446567.3,,71
04/11/21,ES,U,15000000.0,7.0,823127.4,M,15
10/01/20,ES,S,71355100.0,3.0,816722.26,M,71
19/07/19,ES,S,50118110.0,1.0,591573.66,,50
03/05/22,ES,U,39160000.0,25.0,4248416.18,M,39
01/08/23,ES,S,72000000.0,1.0,377190.0,M,72
10/08/23,ES,S,60181000.0,1.0,427440.0,M,60
07/09/21,ES,S,90919200.0,3.0,1687674.27,M,90
24/01/19,ES,S,77311000.0,2.0,1842000.0,,77
21/10/22,ES,U,3000000.0,5.0,1039593.75,L,30
18/02/19,ES,S,79940000.0,1.0,1305785.12,M,79
04/09/21,ES,S,60140000.0,7.0,810972.0,M,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
15/12/22,ES,S,72000000.0,5.0,39044375.55,,72
08/04/19,ES,S,60130000.0,83.0,16923513.0,L,60
21/09/22,ES,U,33140000.0,18.0,580373.91,M,33
02/03/23,ES,U,44212300.0,11.0,2093784.0,L,44
24/02/22,ES,S,79512000.0,1.0,1716299.61,M,79
04/12/18,ES,S,79950000.0,8.0,,,79
22/03/18,ES,U,34100000.0,0.0,,M,34
19/10/23,ES,U,33652000.0,14.0,,M,33
22/08/22,ES,U,33100000.0,9.0,2269234.8,M,33
22/03/23,ES,S,79421000.0,5.0,326007.45,M,79
13/10/20,ES,U,44000000.0,3.0,5234261.85,M,44
13/04/23,ES,S,85100000.0,11.0,,,85
18/10/21,ES,S,60130000.0,38.0,4848914.79,M,60
30/10/19,ES,S,90910000.0,8.0,,,90
13/02/18,ES,S,60130000.0,26.0,2142449.4,,60
18/04/23,ES,S,90911200.0,19.0,7865821.95,M,90
19/06/23,ES,S,60130000.0,11.0,1200318.07,M,60
04/01/23,ES,U,30211100.0,1.0,1085000.0,M,30
12/05/22,ES,U,9100000.0,7.0,11933758.68,M,91
18/11/19,ES,S,85100000.0,44.0,,,85
05/02/20,ES,U,9000000.0,1.0,,,90
13/04/22,ES,U,48900000.0,1.0,235850.53,M,48
31/01/20,ES,U,48000000.0,1.0,475000.0,L,48
28/03/23,ES,S,50118110.0,1.0,571308.84,M,50
30/03/23,ES,U,34927000.0,8.0,331135.44,L,34
22/06/22,ES,S,63510000.0,1.0,1100000.0,M,63
03/04/19,ES,S,79341000.0,2.0,8264462.81,,79
01/07/20,ES,U,33696500.0,2.0,4085474.24,,33
12/05/21,ES,U,33184100.0,103.0,56128195.0,M,33
16/07/19,ES,S,71631480.0,4.0,6410298.58,M,71
16/05/23,ES,U,34731000.0,7.0,1182528.0,M,34
22/10/19,ES,S,90919200.0,2.0,800000.0,M,90
19/05/23,ES,U,9310000.0,2.0,695597.29,L,93
14/06/22,ES,U,9134100.0,1.0,195761.8,M,91
15/07/22,ES,U,15000000.0,24.0,2465227.34,M,15
14/07/20,ES,S,80410000.0,72.0,,M,80
12/07/22,ES,S,50800000.0,1.0,1322784.4,,50
03/02/22,ES,U,14212000.0,31.0,653196.01,L,14
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
05/12/22,ES,S,77312000.0,1.0,1025657.6,M,77
02/08/23,ES,S,71356200.0,3.0,1012104.24,,71
17/03/23,ES,S,60130000.0,22.0,5201093.68,M,60
19/07/21,ES,U,15100000.0,26.0,2692098.6,M,15
22/12/21,ES,U,31121000.0,1.0,239640.0,M,31
07/09/18,ES,S,60130000.0,12.0,4754549.34,,60
29/06/21,ES,S,85121200.0,9.0,,,85
15/09/23,ES,S,72200000.0,1.0,1050976.08,M,72
28/12/18,ES,U,33140000.0,14.0,380759.93,,33
05/11/21,ES,U,34928480.0,2.0,6091250.0,M,34
17/05/18,ES,U,24000000.0,18.0,3520000.0,M,24
01/03/18,ES,S,50110000.0,23.0,1458000.0,M,50
17/12/19,ES,U,32342200.0,1.0,,,32
12/02/21,ES,U,33184100.0,31.0,16667924.0,M,33
30/06/22,ES,S,66516000.0,1.0,315000.0,M,66
30/12/22,ES,U,33122000.0,26.0,849421.49,L,33
05/07/23,ES,S,65100000.0,1.0,267342.52,,65
21/05/21,ES,U,33100000.0,1.0,1440000.0,M,33
11/02/22,ES,U,33183300.0,20.0,3683400.0,M,33
17/06/21,ES,U,35113400.0,10.0,827873.5,M,35
01/02/23,ES,U,33141121.0,68.0,31084218.0,M,33
22/10/18,ES,S,98341130.0,5.0,633209.2,M,98
21/10/20,ES,S,71300000.0,7.0,491800.19,,71
12/11/21,ES,U,34300000.0,1.0,,,34
02/01/19,ES,U,33141000.0,34.0,2399989.96,L,33
02/09/21,ES,U,33731110.0,25.0,1769852.76,M,33
16/05/23,ES,U,18100000.0,2.0,233012.8,M,18
06/10/20,ES,S,85311100.0,5.0,9644146.24,M,85
26/09/23,ES,U,33000000.0,126.0,20461738.8,M,33
12/05/21,ES,U,33184100.0,8.0,786302.0,M,33
28/09/21,ES,U,33141000.0,11.0,853331.0,,33
10/05/21,ES,U,15000000.0,11.0,914427.88,M,15
09/05/22,ES,U,15712000.0,3.0,372918.0,M,15
27/09/21,ES,U,33140000.0,11.0,275589.05,M,33
14/08/23,ES,S,66516000.0,5.0,296400.0,M,66
07/02/19,ES,U,39110000.0,1.0,478254.98,,39
14/11/23,ES,U,18300000.0,1.0,148559.0,M,18
25/05/21,ES,S,85000000.0,1.0,,,85
18/12/19,ES,S,66510000.0,3.0,805000.0,M,66
21/12/21,ES,U,33652300.0,10.0,370763164.25,L,33
06/02/23,ES,U,33141121.0,1.0,917945.16,M,33
01/07/21,ES,U,34940000.0,3.0,4098193.91,L,34
18/11/21,ES,S,50700000.0,1.0,1099858.02,M,50
07/11/19,ES,U,48800000.0,1.0,205700.0,,48
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
04/02/20,ES,U,34115200.0,5.0,937200.0,M,34
09/11/23,ES,S,50531100.0,1.0,1081080.0,,50
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
22/11/19,ES,U,33140000.0,17.0,567779.85,M,33
17/01/22,ES,U,33140000.0,32.0,,M,33
19/02/20,ES,S,66516000.0,3.0,514540.0,M,66
23/04/21,ES,U,30213000.0,2.0,1056275.0,L,30
29/09/22,ES,S,72212900.0,23.0,961985816.3,,72
22/04/22,ES,U,39830000.0,21.0,377563.56,M,39
05/07/18,ES,U,42931100.0,2.0,274016.55,M,42
13/12/22,ES,U,34144900.0,4.0,500250.0,M,34
19/10/22,ES,S,60100000.0,36.0,7765289.27,L,60
08/06/20,ES,U,44110000.0,3.0,347333.4,L,44
28/04/23,ES,U,33140000.0,4.0,377181.0,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
10/01/23,ES,W,45315300.0,4.0,,,45
06/03/18,ES,U,35811200.0,19.0,790465.23,,35
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
13/01/23,ES,S,60130000.0,199.0,40658060.16,M,60
21/02/23,ES,U,33141000.0,84.0,6098246.6,M,33
26/05/22,ES,S,80410000.0,146.0,,,80
22/06/23,ES,U,15000000.0,24.0,7865728.76,M,15
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
20/07/23,ES,S,75251120.0,35.0,5775000.0,,75
14/12/22,ES,U,33600000.0,15.0,53416870.0,L,33
17/01/20,ES,S,72253000.0,1.0,1483000.0,M,72
24/08/20,ES,S,72500000.0,1.0,858000.0,M,72
17/10/22,ES,S,71240000.0,1.0,585000.0,,71
05/03/18,ES,U,33141750.0,4.0,744634.8,,33
28/03/19,ES,U,33184100.0,18.0,,,33
21/02/20,ES,U,33652000.0,16.0,156373205.04,L,33
16/12/22,ES,S,85100000.0,2.0,,,85
05/08/20,ES,U,35110000.0,22.0,675772.5,M,35
28/10/19,ES,U,33600000.0,16.0,16058496.0,M,33
23/06/23,ES,U,33751000.0,19.0,1722235.28,M,33
03/01/18,ES,S,79212000.0,8.0,1290000.0,,79
22/06/23,ES,S,60130000.0,6.0,1423626.51,M,60
13/02/19,ES,S,85310000.0,3.0,357963411.53,M,85
03/08/18,ES,S,75200000.0,4.0,,,75
14/04/21,ES,S,64228100.0,1.0,640000.0,M,64
17/01/19,ES,S,85311300.0,1.0,3092061.0,M,85
02/01/23,ES,S,71520000.0,1.0,5180280.53,M,71
04/02/19,ES,W,45234160.0,1.0,35110790.11,,45
28/06/21,ES,S,73100000.0,1.0,450000.0,M,73
22/12/22,ES,W,45000000.0,4.0,,,45
24/01/22,ES,U,31527260.0,1.0,3562142.15,M,31
26/07/19,ES,S,60130000.0,138.0,25419238.55,M,60
26/12/19,ES,S,71000000.0,12.0,795240.57,,71
22/03/22,ES,S,71317000.0,5.0,371614.73,M,71
13/04/18,ES,S,90511300.0,0.0,2880000.0,M,90
04/04/22,ES,S,71000000.0,6.0,254542.29,M,71
30/06/22,ES,U,33000000.0,18.0,1152470.23,M,33
13/04/23,ES,S,85320000.0,2.0,,,85
06/08/18,ES,S,80410000.0,778.0,,,80
29/07/19,ES,U,44111000.0,14.0,221133.87,M,44
02/08/22,ES,U,35125300.0,1.0,383471.07,M,35
29/03/19,ES,W,45234100.0,1.0,57576355.59,M,45
29/01/21,ES,U,42122000.0,4.0,291311.57,L,42
03/07/23,ES,U,33700000.0,11.0,727559.08,M,33
27/08/19,ES,U,48218000.0,19.0,300280.42,,48
25/11/20,ES,U,34100000.0,5.0,199824.0,M,34
29/09/23,ES,S,66510000.0,5.0,1095600.0,M,66
30/10/20,ES,U,39180000.0,3.0,822314.04,M,39
06/08/18,ES,U,24300000.0,12.0,1600100.0,M,24
15/09/23,ES,S,77311000.0,1.0,2443138.72,M,77
22/11/21,ES,U,33122000.0,3.0,544216.38,,33
31/07/19,ES,U,30213000.0,5.0,3150124.0,,30
03/12/18,ES,S,85311300.0,25.0,,,85
12/02/21,ES,U,33182210.0,11.0,2687280.0,M,33
22/09/20,ES,U,33182100.0,2.0,74380.17,M,33
05/12/19,ES,S,90911200.0,1.0,296545.25,M,90
08/02/22,ES,S,50110000.0,8.0,417000.0,M,50
01/02/23,ES,U,34928470.0,4.0,1500040.0,M,34
17/05/19,ES,U,38000000.0,106.0,4745623.08,M,38
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
18/05/22,ES,S,79710000.0,1.0,1452670.82,,79
16/05/19,ES,U,33652300.0,10.0,9839069.12,M,33
14/10/21,ES,S,72253000.0,1.0,247920.0,,72
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
19/06/18,ES,S,55523100.0,3.0,1725645.26,,55
21/10/19,ES,U,9134000.0,1.0,,L,91
27/05/22,ES,S,85143000.0,1.0,185111107.5,,85
10/07/20,ES,U,31681410.0,2.0,200000.0,M,31
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
28/10/19,ES,S,71000000.0,2.0,245000.0,M,71
27/08/18,ES,U,33600000.0,19.0,5792783.8,,33
16/10/20,ES,U,15882000.0,16.0,1312180.12,M,15
23/02/23,ES,U,31000000.0,2.0,227740.0,M,31
16/06/22,ES,U,33192000.0,17.0,292838.4,M,33
27/11/23,ES,S,60100000.0,1.0,1746396.6,M,60
23/08/23,ES,U,48771000.0,1.0,464917.44,L,48
07/04/22,ES,U,33141210.0,71.0,5514560.67,M,33
14/09/21,ES,U,32412000.0,5.0,293100.0,,32
30/11/21,ES,S,90500000.0,17.0,1555008.0,M,90
22/10/19,ES,U,15000000.0,265.0,463349.99,,15
02/01/19,ES,U,33141000.0,34.0,2399989.96,L,33
04/06/21,ES,U,33696500.0,57.0,56426999.2,M,33
27/07/22,ES,S,80500000.0,29.0,623441.5,,80
17/01/18,ES,U,33900000.0,1.0,141485.0,L,33
04/05/23,ES,S,85143000.0,5.0,,,85
31/08/21,ES,S,66510000.0,4.0,850120.0,M,66
01/08/19,ES,S,72610000.0,7.0,3950100.0,M,72
23/02/22,ES,U,31680000.0,2.0,575204.08,L,31
20/04/21,ES,U,44111000.0,3.0,244591.78,M,44
19/10/20,ES,S,90000000.0,16.0,3730114.31,M,90
27/04/20,ES,S,85000000.0,2.0,,,85
11/08/21,ES,S,90911000.0,8.0,6462584.51,,90
18/02/22,ES,S,79721000.0,14.0,,,79
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
26/10/20,ES,U,38000000.0,7.0,231912.0,M,38
11/11/22,ES,U,33193225.0,12.0,13158300.0,M,33
30/11/22,ES,S,50230000.0,1.0,24401458.67,M,50
20/06/19,ES,S,39154100.0,3.0,2672975.0,M,39
02/12/21,ES,S,72130000.0,1.0,438000.0,M,72
05/05/20,ES,S,72000000.0,10.0,880000.0,,72
27/07/22,ES,S,50000000.0,1.0,1813378.19,M,50
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
14/07/22,ES,W,45233123.0,7.0,7549245.39,M,45
02/03/21,ES,U,34114200.0,2.0,281583.79,M,34
17/01/18,ES,S,66515000.0,1.0,688000.0,M,66
28/05/20,ES,U,24450000.0,8.0,389215.92,M,24
13/03/23,ES,U,9300000.0,1.0,,,93
13/09/21,ES,S,90920000.0,22.0,1712157.0,,90
03/07/23,ES,U,15830000.0,3.0,550809.6,M,15
22/11/22,ES,U,33600000.0,7.0,1420587.96,M,33
17/10/23,ES,S,50000000.0,7.0,1062730.0,,50
16/09/22,ES,U,33140000.0,11.0,1398897.77,M,33
13/11/23,ES,U,44810000.0,2.0,1667934.76,M,44
15/01/19,ES,U,33141121.0,198.0,11284939.2,M,33
14/03/19,ES,S,72000000.0,1.0,1400000.0,M,72
26/07/18,ES,S,50232000.0,0.0,747857.07,M,50
17/12/19,ES,U,35811200.0,8.0,601471.2,M,35
20/09/19,ES,U,39000000.0,6.0,345886.7,M,39
27/01/21,ES,U,33184100.0,15.0,,M,33
11/04/22,ES,U,22000000.0,3.0,472612.0,L,22
24/03/22,ES,U,38000000.0,9.0,919822.68,M,38
14/01/20,ES,U,33184100.0,12.0,,M,33
11/10/21,ES,U,33140000.0,15.0,1506241.0,,33
08/07/20,ES,S,85143000.0,20.0,9205331.02,,85
02/10/23,ES,S,90911200.0,2.0,22507797.49,M,90
23/03/22,ES,U,38400000.0,2.0,1200000.0,M,38
21/09/23,ES,U,14210000.0,4.0,883397.38,L,14
29/11/21,ES,S,50313200.0,1.0,254478.75,,50
19/02/19,ES,S,32412100.0,25.0,3717600.0,M,32
04/10/21,ES,U,33100000.0,10.0,816314.05,M,33
20/02/20,ES,U,33731110.0,36.0,2742404.8,L,33
25/08/22,ES,U,33140000.0,5.0,5635223.4,M,33
05/12/22,ES,S,90610000.0,1.0,357861.38,M,90
04/05/22,ES,U,34100000.0,5.0,414000.0,M,34
02/10/18,ES,U,33184100.0,2.0,3720000.0,M,33
04/03/19,ES,S,80580000.0,15.0,240000.0,,80
15/12/22,ES,S,60130000.0,18.0,391740309.56,M,60
04/03/22,ES,U,30200000.0,6.0,173000000.0,M,30
01/04/19,ES,U,33600000.0,36.0,920258401.1,L,33
27/09/18,ES,S,50400000.0,0.0,2383001.22,M,50
21/05/21,ES,U,33100000.0,30.0,1015790.4,M,33
05/11/22,ES,U,18000000.0,14.0,10424580.0,M,18
23/09/22,ES,W,45240000.0,1.0,5496767.5,M,45
08/07/20,ES,S,90911200.0,8.0,1498883.27,,90
29/03/21,ES,S,50225000.0,1.0,,,50
11/08/22,ES,S,60130000.0,28.0,3986373.08,M,60
16/10/23,ES,S,80530000.0,45.0,5386500.0,M,80
20/08/19,ES,S,64200000.0,3.0,399445.12,M,64
22/10/21,ES,S,50112000.0,3.0,,,50
31/01/20,ES,S,90513000.0,1.0,312396.72,,90
05/10/23,ES,U,33100000.0,1.0,330000.0,,33
27/08/19,ES,S,66510000.0,3.0,243000.0,M,66
07/03/18,ES,S,71631000.0,0.0,1400000.0,M,71
31/03/21,ES,S,90481000.0,1.0,2590624.3,M,90
02/02/21,ES,U,33600000.0,1.0,96000.0,,33
03/09/20,ES,S,72200000.0,1.0,439222.0,L,72
22/10/19,ES,U,15000000.0,265.0,463349.99,,15
13/07/18,ES,S,50700000.0,1.0,2323376.93,M,50
04/11/20,ES,S,80500000.0,26.0,,,80
03/09/21,ES,S,50700000.0,1.0,1478880.0,M,50
02/09/22,ES,S,79714000.0,5.0,3409199.71,M,79
23/07/20,ES,U,15000000.0,23.0,7536164.32,M,15
29/06/18,ES,S,92600000.0,13.0,,,92
27/02/23,ES,U,33141210.0,15.0,14068378.08,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
28/09/18,ES,U,44114000.0,136.0,529352.25,M,44
03/11/21,ES,S,60130000.0,4.0,517765.76,,60
16/02/23,ES,S,79140000.0,6.0,,,79
02/02/21,ES,U,30213200.0,4.0,12117569.6,L,30
13/07/21,ES,U,42630000.0,1.0,380000.0,M,42
28/05/18,ES,U,33191110.0,3.0,261360.0,M,33
16/02/18,ES,S,75100000.0,6.0,,,75
03/08/22,ES,S,90919200.0,3.0,1051929.9,M,90
05/03/21,ES,U,33140000.0,8.0,595980.0,M,33
13/12/19,ES,U,22200000.0,1.0,289197.0,M,22
14/07/21,ES,U,37300000.0,1.0,263338.85,,37
09/06/21,ES,U,33140000.0,7.0,1202180.0,M,33
26/07/19,ES,S,60130000.0,138.0,25419238.55,M,60
02/01/23,ES,S,90511000.0,1.0,,,90
18/10/21,ES,S,60130000.0,38.0,4848914.79,M,60
01/10/21,ES,U,42912300.0,2.0,386856.0,,42
11/03/21,ES,S,71355100.0,4.0,557083.44,M,71
07/08/20,ES,U,3450000.0,4.0,1682243.0,M,34
03/12/20,ES,S,66510000.0,26.0,1890000.0,L,66
03/07/23,ES,U,24962000.0,12.0,685572.0,M,24
23/06/20,ES,U,33690000.0,34.0,10577583.52,M,33
25/03/19,ES,S,77311000.0,1.0,779728.44,M,77
17/06/22,ES,U,44000000.0,3.0,348948.07,M,44
25/03/21,ES,S,50532400.0,2.0,1040000.0,,50
23/06/23,ES,S,50413200.0,1.0,1099693.1,,50
15/09/22,ES,U,38000000.0,27.0,3241055.23,,38
26/03/18,ES,S,51514110.0,1.0,1323679.5,,51
11/10/19,ES,U,15000000.0,17.0,555901.08,M,15
19/04/21,ES,S,60130000.0,17.0,6437861.28,,60
09/09/22,ES,U,33692000.0,4.0,4155522.54,M,33
25/10/21,ES,U,38200000.0,4.0,1206900.0,M,38
07/08/19,ES,U,24110000.0,2.0,504000.0,M,24
03/07/23,ES,S,90919200.0,7.0,239127.29,M,90
02/07/20,ES,U,33696500.0,4.0,5572927.5,M,33
20/01/23,ES,U,44100000.0,22.0,290486.22,M,44
19/06/18,ES,S,72222300.0,1.0,1466785.0,M,72
17/05/23,ES,U,42122000.0,3.0,1020000.0,M,42
28/07/21,ES,U,15000000.0,25.0,2564425.89,M,15
26/07/19,ES,S,79810000.0,2.0,230000.0,M,79
29/08/22,ES,U,44115000.0,14.0,313828.2,L,44
21/04/21,ES,U,31700000.0,8.0,2000000.0,M,31
29/08/18,ES,U,30199000.0,13.0,342920.82,L,30
26/11/18,ES,W,65000000.0,,,M,65
24/05/23,ES,U,34142000.0,2.0,220904.32,L,34
24/10/23,ES,S,85310000.0,1.0,4037847.36,,85
17/08/22,ES,U,38000000.0,11.0,1243545.92,M,38
10/12/18,ES,U,33184100.0,78.0,7445544.0,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
25/05/20,ES,S,85311000.0,1.0,11032777.8,M,85
18/10/21,ES,S,71336000.0,1.0,3200000.0,,71
30/12/22,ES,U,33122000.0,26.0,849421.49,M,33
02/03/20,ES,U,39518000.0,13.0,,,39
31/07/19,ES,S,50113100.0,10.0,13995750.0,,50
29/11/22,ES,U,37535210.0,5.0,1542056.08,M,37
11/08/22,ES,S,60130000.0,28.0,3986373.08,M,60
03/12/21,ES,U,34115200.0,5.0,318119.18,M,34
18/05/20,ES,U,33141200.0,19.0,,M,33
16/04/21,ES,S,63510000.0,1.0,892561.98,M,63
05/08/22,ES,S,85312100.0,1.0,1139406.55,M,85
25/04/23,ES,S,50421200.0,1.0,216960.0,M,50
09/02/22,ES,U,33600000.0,5.0,641547.97,,33
29/07/19,ES,U,15800000.0,7.0,822957.96,M,15
08/10/20,ES,U,33140000.0,56.0,966797.08,M,33
20/12/21,ES,S,80530000.0,34.0,4916989.5,,80
09/10/19,ES,U,9310000.0,1.0,7699140.0,M,93
21/10/22,ES,S,71311000.0,3.0,801759.48,M,71
06/07/18,ES,U,33661000.0,98.0,1391265.06,M,33
13/12/22,ES,U,33696500.0,1.0,1420433.2,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
03/04/19,ES,S,60130000.0,115.0,27862015.95,L,60
18/10/22,ES,S,72000000.0,9.0,274945.64,L,72
26/05/21,ES,S,60130000.0,57.0,203825245.36,,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
29/04/19,ES,S,79110000.0,8.0,930000.0,,79
05/04/21,ES,U,33696500.0,7.0,2815485.02,,33
05/04/19,ES,S,90641000.0,1.0,363910.47,M,90
13/03/23,ES,S,51000000.0,1.0,,,51
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
25/05/21,ES,S,85000000.0,1.0,,,85
15/06/22,ES,S,50640000.0,1.0,225000.0,M,50
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
05/10/21,ES,U,33100000.0,10.0,832080.0,,33
21/10/19,ES,U,9134000.0,1.0,,L,91
22/05/20,ES,U,33140000.0,44.0,3637825.67,M,33
10/02/22,ES,U,33140000.0,58.0,15087106.26,M,33
24/11/20,ES,U,33184100.0,32.0,2793574.01,M,33
20/07/22,ES,U,44110000.0,20.0,627568.74,L,44
28/03/19,ES,S,71351600.0,1.0,409200.0,,71
03/07/18,ES,U,48218000.0,0.0,,M,48
20/10/22,ES,U,33700000.0,17.0,7637272.66,M,33
22/08/22,ES,S,92220000.0,1.0,1360000.0,,92
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
08/04/21,ES,U,34144511.0,1.0,300000.0,,34
19/05/22,ES,U,15000000.0,10.0,642899.84,M,15
17/07/19,ES,U,33140000.0,83.0,,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
15/07/22,ES,U,15000000.0,23.0,477488.08,M,15
01/03/23,ES,U,9310000.0,2.0,133910148.66,M,93
19/07/21,ES,U,14210000.0,17.0,545067.97,L,14
10/03/22,ES,U,42512300.0,11.0,1234355.33,,42
29/07/20,ES,U,34300000.0,10.0,,,34
17/07/23,ES,U,33000000.0,3.0,2002571.87,M,33
01/04/22,ES,S,71242000.0,3.0,313060.34,M,71
21/06/21,ES,S,90510000.0,5.0,229485.74,M,90
27/11/19,ES,S,90911200.0,5.0,360728.41,M,90
01/09/22,ES,S,80530000.0,5.0,346086.0,M,80
17/04/23,ES,U,33190000.0,5.0,747879.37,M,33
26/02/18,ES,U,34330000.0,5.0,364462.8,,34
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
07/03/22,ES,U,33182100.0,57.0,37866119.33,M,33
18/04/22,ES,U,33140000.0,5.0,557602.69,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
11/08/21,ES,U,31527200.0,1.0,400000.0,M,31
16/12/19,ES,S,72611000.0,1.0,666144.0,,72
22/12/22,ES,S,60130000.0,18.0,636342.06,M,60
29/12/20,ES,S,71334000.0,4.0,4000000.0,M,71
01/09/21,ES,U,44100000.0,10.0,244310.0,M,44
15/09/22,ES,U,38000000.0,27.0,3241055.23,,38
07/07/20,ES,S,77311000.0,1.0,5700383.4,M,77
04/08/22,ES,U,44111000.0,23.0,312149.2,L,44
