DT_DISPATCH,ISO_COUNTRY_CODE,TYPE_OF_CONTRACT,CPV,LOTS_NUMBER,VALUE_EURO,CRIT_CODE,CPV_GROUP
28/10/22,ES,U,42900000.0,29.0,13062276.48,,42
17/07/19,ES,S,60000000.0,467.0,35579183.53,M,60
05/05/20,ES,S,72000000.0,10.0,880000.0,,72
22/11/21,ES,U,33140000.0,37.0,,,33
25/08/20,ES,U,33140000.0,13.0,233916.0,,33
13/05/22,ES,S,50420000.0,1.0,2999959.2,M,50
23/06/23,ES,S,60130000.0,89.0,10037358.21,M,60
12/12/19,ES,U,44510000.0,50.0,546694.5,M,44
18/11/22,ES,S,92610000.0,1.0,881000.0,,92
26/03/19,ES,S,85143000.0,3.0,,,85
09/08/19,ES,S,79200000.0,6.0,571680.0,M,79
31/01/23,ES,U,18100000.0,18.0,733444.62,M,18
22/06/23,ES,U,15000000.0,24.0,7787451.11,M,15
30/04/19,ES,U,15612120.0,5.0,417329.0,M,15
17/08/20,ES,S,60130000.0,54.0,32877713.95,,60
14/10/21,ES,S,80580000.0,6.0,,,80
05/07/22,ES,U,33124131.0,6.0,3253860.48,M,33
06/08/18,ES,S,75231240.0,22.0,,,75
22/09/23,ES,W,45200000.0,25.0,6002873.05,,45
02/06/20,ES,S,80530000.0,34.0,,,80
22/07/19,ES,S,71317210.0,8.0,3728500.0,M,71
15/10/19,ES,U,72710000.0,1.0,389206.0,M,72
29/06/20,ES,S,85143000.0,14.0,6875965.66,,85
03/03/22,ES,S,85312000.0,1.0,1933933.9,M,85
15/10/19,ES,U,30120000.0,3.0,636498.78,,30
13/12/19,ES,S,55110000.0,12.0,,,55
26/03/21,ES,S,79710000.0,8.0,1884548.43,,79
24/11/20,ES,S,80530000.0,28.0,1934770.5,,80
08/10/20,ES,S,90000000.0,27.0,5062520.33,M,90
11/08/22,ES,S,60130000.0,28.0,3986373.08,M,60
07/09/21,ES,U,30100000.0,21.0,732026.46,,30
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
30/09/19,ES,U,9310000.0,4.0,546260.0,L,93
06/09/22,ES,U,48000000.0,3.0,447848.23,,48
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
01/07/22,ES,U,33141113.0,35.0,9783000.0,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
12/06/19,ES,S,72267000.0,3.0,8349440.0,M,72
24/06/21,ES,U,33111700.0,1.0,500000.0,M,33
18/05/21,ES,S,80500000.0,55.0,,,80
05/03/18,ES,S,79540000.0,0.0,571712.4,M,79
23/09/19,ES,U,44111000.0,24.0,442063.43,L,44
28/03/22,ES,S,80531200.0,10.0,3310399.0,,80
26/11/18,ES,S,65000000.0,,,M,65
23/01/18,ES,S,72200000.0,1.0,295023.33,,72
08/08/18,ES,S,79212000.0,4.0,1340000.0,,79
12/11/21,ES,U,33141100.0,181.0,,,33
25/04/23,ES,S,92521000.0,1.0,,,92
28/06/22,ES,S,50222000.0,1.0,73883835.37,,50
01/08/18,ES,U,34121100.0,1.0,1050000.0,,34
05/07/19,ES,U,33660000.0,1.0,,L,33
13/08/21,ES,S,79411000.0,1.0,2638077.93,M,79
21/02/22,ES,S,79200000.0,2.0,585000.0,M,79
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
28/01/20,ES,S,50225000.0,1.0,581168.96,M,50
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
05/08/19,ES,U,34000000.0,9.0,547933.2,M,34
02/04/19,ES,S,50232100.0,1.0,387790.3,,50
31/05/21,ES,U,18143000.0,11.0,431917.36,M,18
06/09/23,ES,U,34330000.0,10.0,708380.0,M,34
20/12/22,ES,U,9000000.0,2.0,378976.62,M,90
13/08/20,ES,U,34432000.0,6.0,2786092.0,L,34
03/05/21,ES,S,92512000.0,2.0,,,92
19/05/23,ES,U,44316000.0,5.0,621195.09,M,44
29/12/22,ES,S,85300000.0,2.0,13521581.94,,85
27/05/20,ES,U,35813100.0,2.0,288896.0,L,35
10/02/21,ES,S,85147000.0,1.0,,,85
02/10/20,ES,S,50711000.0,10.0,266400.04,,50
01/12/21,ES,S,85143000.0,8.0,17450000.0,,85
19/12/18,ES,S,66510000.0,6.0,1943000.0,,66
19/11/19,ES,U,33731110.0,38.0,2837417.61,L,33
04/06/21,ES,S,50870000.0,1.0,4651636.55,M,50
28/04/23,ES,U,39000000.0,4.0,1320000.0,M,39
27/03/19,ES,U,15500000.0,5.0,1088219.45,M,15
17/01/23,ES,S,80530000.0,3.0,2610048.0,M,80
27/12/22,ES,U,33184100.0,12.0,5794959.99,M,33
18/06/21,ES,U,33184100.0,7.0,2473548.57,M,33
09/02/22,ES,S,90918000.0,1.0,715000.0,M,90
16/07/21,ES,S,85141200.0,2.0,,,85
27/12/23,ES,S,66515000.0,7.0,5305174.13,M,66
02/09/19,ES,U,33696000.0,22.0,353457.38,,33
03/05/22,ES,U,33141000.0,1.0,5550210.02,,33
10/09/19,ES,S,79714000.0,1.0,,,79
22/06/22,ES,U,33141000.0,7.0,1266921.45,M,33
07/03/19,ES,U,33140000.0,45.0,3672429.35,,33
04/03/19,ES,U,33140000.0,7.0,237930.0,,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
08/12/21,ES,U,34142000.0,2.0,2917570.2,M,34
23/07/21,ES,U,33700000.0,9.0,7780248.0,M,33
13/01/23,ES,S,85311000.0,3.0,,,85
07/03/18,ES,S,71311000.0,2.0,6000000.0,M,71
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
11/09/18,ES,S,90911000.0,10.0,198164039.27,,90
01/04/21,ES,U,18000000.0,9.0,1528700.82,M,18
23/10/23,ES,S,66510000.0,6.0,552000.0,L,66
14/09/22,ES,S,72240000.0,2.0,22245480.0,M,72
08/08/22,ES,U,35331000.0,3.0,1482208.0,L,35
11/11/21,ES,S,50220000.0,2.0,640508.6,L,50
12/09/23,ES,S,90910000.0,4.0,296468.5,M,90
23/02/22,ES,U,24300000.0,10.0,1297728.0,,24
22/04/20,ES,S,92332000.0,1.0,1670400.0,,92
25/07/19,ES,U,34991000.0,6.0,1936588.93,M,34
26/07/21,ES,U,39113300.0,6.0,1222248.3,M,39
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
10/05/21,ES,S,79310000.0,3.0,510273.19,M,79
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
20/11/20,ES,U,42621100.0,4.0,292090.0,,42
02/10/19,ES,U,14000000.0,30.0,6000000.0,M,14
14/05/20,ES,U,38970000.0,10.0,418597.2,M,38
21/05/21,ES,U,33184100.0,13.0,408545.51,M,33
06/02/23,ES,U,48219300.0,3.0,12900000.0,M,48
16/03/23,ES,U,33140000.0,8.0,599306.65,M,33
05/08/21,ES,U,30199710.0,3.0,2997741.6,M,30
15/07/22,ES,S,90910000.0,4.0,256375221.82,,90
15/07/22,ES,U,15000000.0,24.0,7357275.46,M,15
07/03/18,ES,S,50000000.0,22.0,2521376.0,,50
12/03/20,ES,S,66510000.0,6.0,183000.0,M,66
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
12/11/21,ES,U,33141100.0,181.0,,,33
11/08/21,ES,S,85100000.0,5.0,,,85
14/04/23,ES,U,33696500.0,14.0,881124.0,L,33
04/02/20,ES,S,85310000.0,1.0,,,85
23/09/20,ES,S,71242000.0,1.0,240000.0,M,71
09/08/22,ES,U,15000000.0,10.0,341680.6,,15
14/03/19,ES,S,45400000.0,1.0,261818.16,L,45
19/12/19,ES,U,44110000.0,7.0,340495.87,M,44
16/06/20,ES,S,50100000.0,4.0,480000.0,M,50
10/12/19,ES,U,33696500.0,16.0,662927.4,L,33
29/04/21,ES,S,50000000.0,1.0,185056.58,M,50
11/04/22,ES,U,33141110.0,30.0,,,33
27/06/23,ES,S,72611000.0,1.0,335000.0,M,72
02/10/20,ES,U,48000000.0,3.0,3228032.0,M,48
30/12/19,ES,S,80500000.0,2.0,3471228.83,,80
30/12/21,ES,S,79100000.0,25.0,,,79
27/06/19,ES,U,33690000.0,77.0,2665285.35,,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
22/06/18,ES,U,15800000.0,14.0,1017226.76,M,15
10/12/19,ES,S,90910000.0,7.0,277112000.0,M,90
18/10/21,ES,S,60130000.0,1.0,607902.12,,60
13/05/20,ES,U,35125100.0,2.0,236416.4,M,35
17/05/22,ES,U,33184000.0,4.0,858769.97,M,33
08/08/19,ES,S,79500000.0,1.0,1080000.0,L,79
04/02/20,ES,U,34115200.0,5.0,937200.0,M,34
06/05/20,ES,S,50232100.0,1.0,1811900.8,M,50
11/10/19,ES,U,33000000.0,5.0,277558.99,M,33
19/10/20,ES,S,90000000.0,16.0,3730114.31,M,90
05/12/18,ES,U,15000000.0,144.0,712943.75,M,15
07/09/20,ES,U,33141200.0,66.0,,M,33
20/10/20,ES,U,18143000.0,18.0,1162616.29,M,18
10/06/21,ES,W,45110000.0,4.0,7192977.68,M,45
30/12/22,ES,S,90911200.0,10.0,959569.6,M,90
12/08/19,ES,W,45214200.0,48.0,327044091.7,,45
30/04/19,ES,S,60130000.0,50.0,14714701.82,L,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
18/10/23,ES,U,33140000.0,31.0,2271728.78,,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
28/11/22,ES,U,35110000.0,6.0,306838.6,M,35
10/07/20,ES,U,33184100.0,70.0,1861199.4,M,33
11/10/22,ES,S,66510000.0,6.0,594000.0,M,66
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
12/12/19,ES,U,44510000.0,50.0,546694.5,M,44
04/11/22,ES,S,60100000.0,20.0,8960807.39,M,60
10/01/20,ES,U,79714100.0,1.0,,,79
13/05/19,ES,S,85112000.0,13.0,3536240.45,,85
23/02/22,ES,U,34946110.0,1.0,11181735.95,L,34
09/11/23,ES,S,60100000.0,22.0,230134.22,,60
14/05/20,ES,U,48820000.0,1.0,16807.61,,48
25/07/23,ES,U,33100000.0,1.0,797998.0,M,33
30/12/20,ES,U,33184100.0,17.0,2406991.65,M,33
19/07/22,ES,S,77230000.0,9.0,351886.94,M,77
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
20/12/21,ES,S,80530000.0,22.0,1818745.5,,80
17/07/23,ES,S,60130000.0,98.0,22968840.4,,60
21/07/22,ES,S,60120000.0,63.0,4697455.68,M,60
15/06/20,ES,U,33115100.0,1.0,377000.0,,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
10/08/18,ES,U,44100000.0,29.0,495553.8,L,44
22/09/22,ES,U,33141641.0,31.0,9499973.36,,33
19/01/21,ES,U,38432200.0,1.0,300000.0,,38
16/08/22,ES,U,33140000.0,27.0,1535013.91,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
24/01/19,ES,U,44111000.0,13.0,1112584.9,L,44
03/04/19,ES,U,3450000.0,2.0,928000.0,M,34
01/06/21,ES,S,60130000.0,21.0,4759151.22,,60
17/05/19,ES,U,38000000.0,106.0,4745623.08,M,38
13/01/23,ES,U,33000000.0,6.0,227945.09,M,33
20/07/21,ES,U,15000000.0,23.0,4747520.41,M,15
03/09/21,ES,S,90911200.0,1.0,,,90
22/09/22,ES,U,42514310.0,31.0,357561.8,M,42
10/06/21,ES,S,85121100.0,1.0,,,85
23/07/20,ES,U,15000000.0,23.0,7275054.24,M,15
14/02/20,ES,U,18143000.0,17.0,1133302.06,M,18
01/03/22,ES,S,71318000.0,1.0,999573.53,M,71
07/06/22,ES,S,77311000.0,1.0,495867.6,M,77
01/03/19,ES,U,42122450.0,9.0,2119353.0,M,42
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
17/10/18,ES,U,15800000.0,10.0,311461.6,M,15
01/07/21,ES,S,79710000.0,9.0,,,79
23/12/20,ES,S,71311210.0,10.0,730964.24,M,71
27/07/20,ES,S,90911200.0,4.0,2552680.89,M,90
13/11/23,ES,S,55524000.0,1.0,,,55
18/06/21,ES,U,33184100.0,7.0,2473548.57,M,33
01/04/21,ES,S,77312000.0,7.0,997500.0,,77
01/12/20,ES,U,33690000.0,46.0,7576694.68,M,33
13/10/22,ES,U,34741000.0,1.0,1600000.0,M,34
05/08/22,ES,S,60130000.0,81.0,81369579.7,,60
13/10/23,ES,S,50410000.0,4.0,1572278.4,M,50
26/11/21,ES,S,79410000.0,1.0,432696.0,,79
23/09/21,ES,U,38432000.0,3.0,237671.63,L,38
05/04/19,ES,U,9134100.0,9.0,545454.56,L,91
30/07/20,ES,S,72318000.0,1.0,240000.0,,72
14/07/20,ES,S,85100000.0,1.0,,,85
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
17/05/19,ES,U,38000000.0,106.0,4745623.08,M,38
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
12/11/21,ES,U,33141100.0,181.0,,,33
14/01/20,ES,U,34100000.0,4.0,619834.71,M,34
16/07/21,ES,S,50700000.0,3.0,418008.45,M,50
17/08/23,ES,S,85121210.0,2.0,2564632.0,,85
25/07/19,ES,U,33150000.0,7.0,25306072.42,,33
12/11/20,ES,U,33141110.0,62.0,21898732.28,,33
29/11/19,ES,S,34912000.0,3.0,52688623.71,,34
28/10/22,ES,U,42900000.0,29.0,13062276.48,,42
20/09/21,ES,U,48800000.0,2.0,264462.82,M,48
15/07/22,ES,U,15000000.0,24.0,7357275.46,M,15
20/11/19,ES,S,48400000.0,1.0,645000.0,,48
10/10/19,ES,U,32000000.0,9.0,750000.0,L,32
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
17/09/19,ES,S,79992000.0,3.0,932400.0,,79
27/06/19,ES,U,39141000.0,15.0,289825.8,L,39
18/12/20,ES,S,50000000.0,3.0,1652892.56,L,50
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
01/06/23,ES,U,34928400.0,3.0,594640.55,M,34
19/11/21,ES,S,90910000.0,2.0,9229184.52,M,90
29/03/23,ES,U,33141410.0,3.0,193752.0,M,33
25/07/19,ES,U,33140000.0,38.0,262430.96,,33
26/07/19,ES,S,60130000.0,63.0,6361958.78,M,60
24/05/23,ES,U,33140000.0,8.0,,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
18/02/20,ES,U,33731110.0,10.0,5843264.0,,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
14/01/22,ES,U,42514000.0,1.0,690000.0,,42
11/06/18,ES,S,79000000.0,1.0,,,79
22/07/19,ES,S,98341120.0,4.0,2328969.6,M,98
25/04/23,ES,S,79112000.0,3.0,1000000.0,M,79
14/06/23,ES,U,44100000.0,14.0,405274.17,,44
16/11/20,ES,U,33182210.0,44.0,70602820.0,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
26/11/18,ES,S,65000000.0,,,M,65
22/06/18,ES,S,72200000.0,1.0,297307.88,,72
02/03/18,ES,U,34913000.0,,233141.9,L,34
12/12/22,ES,W,45315300.0,28.0,11563231.0,M,45
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
07/03/22,ES,U,39100000.0,24.0,,M,39
19/07/18,ES,S,80533100.0,13.0,,,80
18/12/19,ES,S,50100000.0,9.0,743801.64,L,50
03/03/21,ES,S,71000000.0,14.0,1782123.96,,71
30/05/18,ES,S,79710000.0,4.0,,,79
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
06/08/18,ES,S,80410000.0,778.0,,,80
14/04/21,ES,U,33690000.0,16.0,,,33
28/10/20,ES,S,72200000.0,1.0,380000.0,M,72
06/10/21,ES,U,33140000.0,114.0,6886381.21,M,33
10/08/18,ES,U,33696200.0,90.0,22355406.5,M,33
06/03/18,ES,S,79500000.0,0.0,999760.0,M,79
22/06/23,ES,U,33100000.0,8.0,675465.62,,33
29/12/21,ES,U,31523200.0,1.0,826446.28,L,31
11/03/22,ES,S,79340000.0,3.0,777000.0,M,79
22/09/22,ES,U,33000000.0,31.0,1564791.72,M,33
26/09/19,ES,S,79111000.0,5.0,,,79
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
26/10/23,ES,U,15800000.0,14.0,232163.03,M,15
07/11/18,ES,S,79710000.0,0.0,,M,79
08/05/20,ES,U,18100000.0,7.0,152851.0,L,18
23/05/23,ES,S,55523100.0,1.0,,,55
01/08/19,ES,S,55100000.0,4.0,,,55
29/05/23,ES,S,50411300.0,1.0,3777718.59,M,50
30/04/21,ES,S,60130000.0,22.0,2606401.13,M,60
30/03/20,ES,U,39711100.0,17.0,679869.0,M,39
30/12/20,ES,U,18000000.0,22.0,10550185.0,M,18
03/07/23,ES,U,33191000.0,10.0,403510.0,,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
27/12/21,ES,S,60182000.0,21.0,3184270.96,M,60
08/02/21,ES,U,3311000.0,30.0,1033192.9,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
26/04/19,ES,S,72590000.0,1.0,4945384.99,,72
07/02/22,ES,U,33184100.0,10.0,7128936.67,M,33
21/10/22,ES,S,79970000.0,7.0,2040000.0,,79
17/11/22,ES,U,9332000.0,10.0,3547693.36,,93
09/11/21,ES,S,85320000.0,1.0,1176000.0,M,85
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
18/03/21,ES,U,15511210.0,9.0,1641309.2,L,15
14/09/21,ES,U,33140000.0,8.0,1079705.22,M,33
21/02/23,ES,S,80580000.0,3.0,,,80
11/03/21,ES,S,66510000.0,1.0,1791000.0,,66
06/10/21,ES,S,85000000.0,1.0,,,85
13/04/23,ES,U,34100000.0,4.0,341283.04,M,34
25/07/23,ES,U,33140000.0,26.0,1266248.05,M,33
29/04/22,ES,S,50232100.0,1.0,1554105.26,M,50
28/10/21,ES,U,18000000.0,19.0,4314910.5,M,18
05/03/18,ES,U,30120000.0,22.0,,L,30
19/12/19,ES,U,33000000.0,40.0,24560000.0,M,33
14/07/23,ES,U,33182000.0,17.0,5633248.4,M,33
17/09/20,ES,U,33140000.0,19.0,363453.2,M,33
02/06/20,ES,S,80530000.0,34.0,,,80
02/12/19,ES,U,33184100.0,4.0,1759027.6,M,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
12/04/21,ES,U,33140000.0,73.0,6519812.21,M,33
29/11/23,ES,U,33183300.0,2.0,1432860.0,,33
11/12/18,ES,U,33600000.0,5.0,33388480.0,M,33
25/06/20,ES,S,80530000.0,43.0,,,80
10/01/19,ES,U,9000000.0,3.0,33667466.17,L,90
14/07/23,ES,S,80533100.0,14.0,,,80
16/03/22,ES,S,72000000.0,1.0,1400000.0,M,72
28/03/23,ES,S,60130000.0,145.0,35825137.92,M,60
30/07/18,ES,U,33184100.0,25.0,1815291.0,M,33
26/05/21,ES,S,60130000.0,57.0,203825245.36,,60
20/12/21,ES,S,80530000.0,34.0,4569273.0,,80
14/12/22,ES,U,33600000.0,15.0,53416870.0,L,33
17/12/21,ES,U,34940000.0,7.0,,,34
26/07/19,ES,S,60130000.0,138.0,25419238.55,M,60
04/05/22,ES,S,92600000.0,2.0,,,92
13/04/21,ES,U,44316000.0,2.0,,,44
06/03/18,ES,U,33141000.0,52.0,256312.75,,33
10/05/23,ES,S,50000000.0,1.0,3731860.11,M,50
10/08/23,ES,S,71311100.0,1.0,582155.92,M,71
02/09/19,ES,U,15982200.0,15.0,80000000.0,L,15
17/07/19,ES,S,60000000.0,467.0,35579183.53,M,60
10/12/18,ES,U,33184100.0,78.0,7445544.0,M,33
13/01/21,ES,S,50246300.0,1.0,616858.9,,50
05/08/22,ES,S,60130000.0,43.0,26845896.0,,60
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
02/07/21,ES,S,60130000.0,63.0,775341.0,,60
14/11/23,ES,U,33140000.0,5.0,2897334.19,M,33
05/07/23,ES,U,22113000.0,8.0,280263.0,M,22
26/12/19,ES,U,32415000.0,1.0,1645092.0,M,32
11/10/19,ES,U,33184100.0,43.0,4000000.0,M,33
06/08/18,ES,S,80410000.0,778.0,,,80
25/02/22,ES,S,71356200.0,1.0,281959.69,M,71
20/11/18,ES,U,44163160.0,22.0,1036535.94,,44
25/05/22,ES,U,39150000.0,1.0,297520.68,L,39
08/04/21,ES,U,34144212.0,5.0,33700256.0,,34
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
14/12/21,ES,S,71000000.0,7.0,1992964.0,M,71
21/11/18,ES,U,33141200.0,22.0,301814.92,,33
25/06/20,ES,S,72500000.0,1.0,545285.2,M,72
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
05/06/19,ES,S,71356200.0,1.0,700000.0,M,71
22/04/22,ES,U,18100000.0,6.0,11825000.0,M,18
20/04/22,ES,U,38000000.0,12.0,489022.12,M,38
02/01/19,ES,U,33141000.0,34.0,2399989.96,L,33
03/08/22,ES,U,37535200.0,4.0,675722.21,M,37
16/12/21,ES,U,44316400.0,4.0,2835233.6,L,44
27/12/18,ES,U,33140000.0,5.0,794266.64,,33
30/04/21,ES,S,80530000.0,15.0,,,80
05/05/23,ES,U,33692000.0,44.0,15834832.88,M,33
14/10/19,ES,U,33100000.0,5.0,562564.45,M,33
24/05/22,ES,U,34300000.0,23.0,10759000.0,L,34
18/06/20,ES,U,9123000.0,1.0,234216.88,L,91
14/07/22,ES,S,98341130.0,1.0,407931.8,M,98
24/10/19,ES,U,33141000.0,7.0,1567540.0,,33
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
04/01/18,ES,S,71240000.0,9.0,2359115.79,M,71
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
12/08/22,ES,U,31000000.0,3.0,249344.0,M,31
05/10/22,ES,S,50230000.0,1.0,3662120.0,,50
02/09/22,ES,S,72227000.0,3.0,51985082.99,M,72
11/04/22,ES,U,34100000.0,4.0,1033380.0,L,34
20/02/18,ES,S,60000000.0,18.0,312000.0,M,60
23/11/21,ES,S,50000000.0,1.0,560000.0,M,50
12/12/19,ES,U,44510000.0,50.0,546694.5,M,44
19/08/22,ES,S,79212000.0,1.0,4099887.42,M,79
22/10/18,ES,S,71317200.0,4.0,1131471.96,M,71
01/06/20,ES,U,33651660.0,4.0,24751647.5,L,33
10/01/23,ES,U,44000000.0,4.0,472892.54,,44
14/06/22,ES,S,90911200.0,1.0,460926.81,M,90
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
06/08/18,ES,S,80410000.0,778.0,,,80
20/08/20,ES,U,33600000.0,11.0,3110692.26,M,33
28/07/22,ES,U,18141000.0,9.0,245855.6,M,18
25/08/22,ES,S,85100000.0,10.0,,,85
26/12/19,ES,S,50100000.0,13.0,264000.0,M,50
07/05/21,ES,U,33140000.0,13.0,1430838.0,M,33
26/09/23,ES,U,33000000.0,126.0,20461738.8,M,33
18/08/23,ES,U,33100000.0,8.0,277635.35,M,33
27/07/22,ES,S,79340000.0,9.0,11424000.0,M,79
31/05/23,ES,U,35113400.0,4.0,560000.0,M,35
05/06/23,ES,U,33600000.0,5.0,3403624.0,L,33
13/03/19,ES,S,66510000.0,4.0,1514554.63,M,66
17/05/19,ES,U,38000000.0,106.0,4745623.08,M,38
16/01/19,ES,S,79822500.0,4.0,724064.0,M,79
24/10/22,ES,S,85100000.0,23.0,,,85
06/04/23,ES,S,90513000.0,18.0,246040.7,M,90
28/04/21,ES,U,30100000.0,2.0,1000000.0,L,30
14/09/22,ES,S,71520000.0,1.0,322477.5,M,71
29/07/22,ES,U,33192100.0,14.0,5451870.19,,33
12/04/21,ES,S,60130000.0,29.0,5942911.88,L,60
14/06/19,ES,S,55322000.0,20.0,36877148.0,,55
12/05/20,ES,S,80110000.0,1.0,,,80
08/07/22,ES,U,15000000.0,13.0,1098738.31,,15
24/04/19,ES,U,44160000.0,34.0,1205401.16,,44
22/02/21,ES,U,15112000.0,13.0,3757246.96,L,15
24/02/22,ES,S,79110000.0,9.0,532224.0,,79
03/06/22,ES,S,90910000.0,1.0,3279961.37,,90
01/09/21,ES,U,44100000.0,10.0,244310.0,M,44
25/11/22,ES,U,33141110.0,26.0,808307.15,M,33
05/06/23,ES,S,64200000.0,1.0,573000.0,M,64
18/12/18,ES,U,22112000.0,27.0,125545349.0,,22
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
03/08/18,ES,S,79212000.0,2.0,282731.41,M,79
02/06/22,ES,U,33170000.0,3.0,580322.26,M,33
31/05/23,ES,U,33696500.0,9.0,40813726.2,M,33
20/12/21,ES,S,80530000.0,34.0,4569273.0,,80
27/09/22,ES,S,51313000.0,1.0,4071913.48,M,51
08/05/20,ES,S,90911200.0,3.0,1069948.87,M,90
03/12/20,ES,S,85100000.0,93.0,,,85
20/10/21,ES,S,50750000.0,4.0,538575.84,M,50
23/08/19,ES,U,9310000.0,2.0,779827.66,L,93
12/08/19,ES,U,9130000.0,2.0,1391280.0,,91
22/01/19,ES,U,33696500.0,5.0,3194545.46,M,33
05/08/20,ES,U,34100000.0,5.0,936739.05,M,34
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
22/12/23,ES,S,85143000.0,13.0,177920643.33,,85
25/05/22,ES,U,34300000.0,7.0,50461500.0,L,34
25/05/20,ES,S,50750000.0,6.0,794400.0,M,50
16/06/21,ES,S,76510000.0,11.0,697900.0,,76
21/07/21,ES,S,90911000.0,6.0,3998778.96,M,90
01/10/21,ES,U,44100000.0,20.0,525766.48,M,44
08/09/22,ES,S,71240000.0,2.0,1005494.47,M,71
11/05/21,ES,U,44212383.0,1.0,309598.22,L,44
11/11/22,ES,S,98341120.0,7.0,1197187.2,M,98
02/02/22,ES,U,33140000.0,30.0,2691837.9,M,33
02/03/18,ES,U,33141641.0,17.0,396359.15,L,33
26/02/21,ES,U,48820000.0,9.0,868652.06,,48
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
01/02/19,ES,S,73110000.0,3.0,1859000.0,M,73
18/06/20,ES,U,33141641.0,30.0,2515544.83,,33
06/07/22,ES,S,92600000.0,1.0,,,92
07/06/21,ES,S,71631430.0,4.0,920189.7,M,71
03/12/21,ES,S,80400000.0,8.0,,,80
24/09/21,ES,S,72000000.0,1.0,220000.0,M,72
12/12/19,ES,U,44510000.0,50.0,546694.5,M,44
14/07/21,ES,S,60130000.0,145.0,31770723.6,M,60
17/06/21,ES,U,35113400.0,10.0,827873.5,M,35
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
29/09/22,ES,U,33140000.0,14.0,486490.4,M,33
22/05/19,ES,S,72260000.0,1.0,669113.28,M,72
28/12/20,ES,S,50230000.0,6.0,51518609.35,M,50
18/10/22,ES,U,39160000.0,9.0,26657270.16,L,39
10/05/19,ES,S,77311000.0,1.0,1648143.76,,77
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
20/04/22,ES,U,38000000.0,12.0,489022.12,M,38
28/04/21,ES,U,31527260.0,1.0,648697.41,M,31
17/01/23,ES,U,19211100.0,13.0,1884026.0,M,19
07/09/21,ES,S,79500000.0,1.0,680784.25,M,79
17/04/23,ES,S,85143000.0,4.0,,,85
28/06/23,ES,U,16600000.0,1.0,1180000.0,,16
17/11/20,ES,S,79800000.0,2.0,395209.8,L,79
25/03/22,ES,W,45210000.0,12.0,60000000.0,M,45
11/04/23,ES,S,77311000.0,4.0,2780541.97,M,77
17/10/19,ES,S,71351200.0,1.0,1694116.78,M,71
01/07/22,ES,S,85312000.0,8.0,,,85
12/07/19,ES,U,33112000.0,7.0,2081851.25,,33
10/01/20,ES,U,38400000.0,1.0,389984.0,M,38
21/12/21,ES,S,90911200.0,16.0,101734503.48,,90
26/11/19,ES,S,79710000.0,72.0,299615381.56,,79
06/08/20,ES,S,85100000.0,153.0,182482944.0,,85
10/09/20,ES,S,98341120.0,7.0,1847858.4,M,98
